Symbol,Company Name
LEMERITE,Le Merite Exports Limited
TVSELECT,TVS Electronics Limited
DWARKESH,Dwarikesh Sugar Industries Limited
KARNIKA,Karnika Industries Limited
STCINDIA,The State Trading Corporation of India Limited
INFOBEAN,InfoBeans Technologies Limited
SJLOGISTIC,S J Logistics (India) Limited
DMCC,DMCC Speciality Chemicals Limited
SURAJLTD,Suraj Limited
SRM,SRM Contractors Limited
SATIA,Satia Industries Limited
MUNJALAU,Munjal Auto Industries Limited
CPCAP,CP Capital Limited
C2C,C2C Advanced Systems Limited
MOS,MOS Utility Limited
STEL,STEL Holdings Limited
JAYAGROGN,Jayant Agro-Organics Limited
INDOFARM,Indo Farm Equipment Limited
CHEMBOND,Chembond Chemicals Limited
LIBERTSHOE,Liberty Shoes Ltd.
SUBEXLTD,Subex Limited
RSWM,RSWM Limited
RITCO,Ritco Logistics Limited
CHEMCON,Chemcon Speciality Chemicals Limited
ARIHANTCAP,Arihant Capital Markets Limited
DHARMAJ,Dharmaj Crop Guard Limited
ELIN,Elin Electronics Limited
CSLFINANCE,CSL Finance Limited
MALLCOM,Mallcom (India) Limited
BAJAJINDEF,Indef Manufacturing Limited
RATNAVEER,Ratnaveer Precision Engineering Limited
BGRENERGY,BGR Energy Systems Limited
TNPETRO,Tamilnadu Petroproducts Limited
SCHAND,S Chand And Company Limited
TIRUPATI,Shree Tirupati Balajee FIBC Limited
NGLFINE,NGL Fine-Chem Limited
KAMATHOTEL,Kamat Hotels (India) Limited
SADHNANIQ,Sadhana Nitro Chem Limited
ASIANHOTNR,Asian Hotels (North) Limited
JAYBARMARU,Jay Bharat Maruti Limited
COFFEEDAY,Coffee Day Enterprises Limited
MINDTECK,Mindteck (India) Limited
INNOVANA,Innovana Thinklabs Limited
SPECIALITY,Speciality Restaurants Limited
BHAGERIA,Bhageria Industries Limited
SWANDEF,Swan Defence and Heavy Industries Limited
RADIANTCMS,Radiant Cash Management Services Limited
REPRO,Repro India Limited
HMVL,Hindustan Media Ventures Limited
VMARCIND,V-MARC India Limited
HARDWYN,Hardwyn India Limited
ASHIMASYN,Ashima Limited
ASIANTILES,Asian Granito India Limited
RUSHIL,Rushil Décor Limited
BAHETI,Baheti Recycling Industries Limited
APEX,Apex Frozen Foods Limited
LINC,Linc Limited
DBEIL,Deepak Builders & Engineers India Limited
ALLETEC,All E Technologies Limited
SILINV,SIL Investments Limited
FOODSIN,Foods and Inns Limited
TPLPLASTEH,TPL Plastech Limited
RUBYMILLS,The Ruby Mills Limited
MANBA,Manba Finance Limited
DICIND,DIC India Limited
CCCL,Consolidated Construction Consortium Limited
SARVESHWAR,Sarveshwar Foods Limited
SBC,SBC Exports Limited
HINDCOMPOS,Hindustan Composites Limited
ENIL,Entertainment Network (India) Limited
SUKHJITS,The Sukhjit Starch & Chemicals Limited
ORICONENT,Oricon Enterprises Limited
KILITCH,Kilitch Drugs (India) Limited
ESSARSHPNG,Essar Shipping Limited
FOCUS,Focus Lighting and Fixtures Limited
TRANSWORLD,Transworld Shipping Lines Limited
PREMIERPOL,Premier Polyfilm Ltd.
PVP,PVP Ventures Limited
PRIMO,Primo Chemicals Limited
GLOSTERLTD,Gloster Limited
MMP,MMP Industries Limited
RPPINFRA,R.P.P. Infra Projects Limited
CHEVIOT,Cheviot Company Limited
CONSOFINVT,Consolidated Finvest & Holdings Limited
SUTLEJTEX,Sutlej Textiles and Industries Limited
SAKAR,Sakar Healthcare Limited
ATL,Allcargo Terminals Limited
INDOBORAX,Indo Borax & Chemicals Limited
GFLLIMITED,GFL Limited
SVLL,Shree Vasu Logistics Limited
IRIS,IRIS Business Services Limited
RNFI,RNFI Services Limited
AVONMORE,Avonmore Capital & Management Services Limited
MENONBE,Menon Bearings Limited
TICL,Twamev Construction and Infrastructure Limited
PYRAMID,Pyramid Technoplast Limited
RBL,Rane Brake Lining Limited
SPENCERS,Spencer's Retail Limited
ONWARDTEC,Onward Technologies Limited
GVKPIL,GVK Power & Infrastructure Limited
MEDICAMEQ,Medicamen Biotech Limited
NBIFIN,N.B.I. Industrial Finance Company Limited
VINSYS,Vinsys IT Services India Limited
SAKUMA,Sakuma Exports Limited
TRACXN,Tracxn Technologies Limited
MEGATHERM,Megatherm Induction Limited
DONEAR,Donear Industries Limited
EMAMIPAP,Emami Paper Mills Limited
HIGREEN,Hi-Green Carbon Limited
KRITI,Kriti Industries (India) Limited
EIFFL,Euro India Fresh Foods Limited
ADVANIHOTR,Advani Hotels & Resorts (India) Limited
SREEL,Sreeleathers Limited
VLEGOV,VL E-Governance & IT Solutions Limited
STALLION,Stallion India Fluorochemicals Limited
ZODIAC,Zodiac Energy Limited
PROZONER,Prozone Realty Limited
KNAGRI,KN Agri Resources Limited
SAHAJSOLAR,Sahaj Solar Limited
UTSSAV,Utssav CZ Gold Jewels Limited
IL_FSENGG,IL&FS Engineering and Construction Company Limited
PTL,PTL Enterprises Limited
VARDMNPOLY,Vardhman Polytex Limited
EMKAY,Emkay Global Financial Services Limited
KHADIM,Khadim India Limited
RBZJEWEL,RBZ Jewellers Limited
VISAKAIND,Visaka Industries Limited
NDL,Nandan Denim Limited
ONMOBILE,OnMobile Global Limited
VIVIANA,Viviana Power Tech Limited
KHAICHEM,Khaitan Chemicals and Fertilizers Limited
URAVIDEF,Uravi Defence and Technology Limited
ACL,Andhra Cements Limited
VINYLINDIA,Vinyl Chemicals (India) Limited
BEDMUTHA,Bedmutha Industries Limited
KRONOX,Kronox Lab Sciences Limited
HINDMOTORS,Hindustan Motors Limited
ORIENTPPR,Orient Paper & Industries Limited
NAHARPOLY,Nahar Poly Films Limited
SKMEGGPROD,SKM Egg Products Export (India) Limited
PRECOT,Precot Limited
ANNAPURNA,Annapurna Swadisht Limited
TOLINS,Tolins Tyres Limited
VRAJ,Vraj Iron and Steel Limited
KRITINUT,Kriti Nutrients Limited
ASMS,Bartronics India Limited
MEGASOFT,Megasoft Limited
DBOL,Dhampur Bio Organics Limited
RAMANEWS,Shree Rama Newsprint Limited
EFFWA,Effwa Infra & Research Limited
HERCULES,Hercules Hoists Limited
MBLINFRA,MBL Infrastructures Limited
NECLIFE,Nectar Lifesciences Limited
GIRIRAJ,Giriraj Civil Developers Limited
UGARSUGAR,The Ugar Sugar Works Limited
TEMBO,Tembo Global Industries Limited
HPAL,HP Adhesives Limited
PLASTIBLEN,Plastiblends India Limited
BHARATSE,Bharat Seats Limited
ALBERTDAVD,Albert David Limited
ABCOTS,A B Cotspin India Limited
JAYBEE,Jay Bee Laminations Limited
EMAMIREAL,Emami Realty Limited
NILASPACES,Nila Spaces Limited
MAANALU,Maan Aluminium Limited
KRISHIVAL,Krishival Foods Limited
TARACHAND,Tara Chand Logistic Solutions Limited
VIKASLIFE,Vikas Lifecare Limited
GSLSU,Global Surfaces Limited
INFOLLION,Infollion Research Services Limited
GENUSPAPER,Genus Paper & Boards Limited
WSI,W.S. Industries (India) Limited
MAZDA,Mazda Limited
MUNJALSHOW,Munjal Showa Limited
INTLCONV,International Conveyors Limited
TGL,Teerth Gopicon Limited
IFBAGRO,IFB Agro Industries Limited
BIRLACABLE,Birla Cable Limited
CHANDAN,Chandan Healthcare Limited
VISHNUINFR,Vishnusurya Projects and Infra Limited
ORBTEXP,Orbit Exports Limited
XTGLOBAL,XTGlobal Infotech Limited
CYBERTECH,CyberTech Systems and Software Limited
SRGHFL,SRG Housing Finance Limited
PAVNAIND,Pavna Industries Limited
BANSWRAS,Banswara Syntex Limited
MEDICO,Medico Remedies Limited
SINCLAIR,Sinclairs Hotels Limited
INDSWFTLAB,Ind-Swift Laboratories Limited
ATMASTCO,Atmastco Limited
CLEDUCATE,CL Educate Limited
MUTHOOTCAP,Muthoot Capital Services Limited
MGEL,Mangalam Global Enterprise Limited
FCSSOFT,FCS Software Solutions Limited
DIGISPICE,DiGiSPICE Technologies Limited
ASAHISONG,Asahi Songwon Colors Limited
AFFORDABLE,Affordable Robotic & Automation Limited
VALIANTLAB,Valiant Laboratories Limited
MAHASTEEL,Mahamaya Steel Industries Limited
SOFTTECH,SoftTech Engineers Limited
GOKUL,Gokul Refoils & Solvent Limited
RACE,Race Eco Chain Limited
IRISDOREME,Iris Clothings Limited
SHREERAMA,Shree Rama Multi-Tech Limited
NRAIL,N R Agarwal Industries Limited
ACCENTMIC,Accent Microcell Limited
NAHARINDUS,Nahar Industrial Enterprises Limited
NOVAAGRI,Nova Agritech Limited
S_SPOWER,S&S Power Switchgear Limited
ORIENTCER,Orient Ceratech Limited
SPCENET,Spacenet Enterprises India Limited
INFINIUM,Infinium Pharmachem Limited
MANAKSTEEL,Manaksia Steels Limited
MANAKSIA,Manaksia Limited
PCCL,Petro Carbon and Chemicals Limited
ZIMLAB,ZIM Laboratories Limited
UNITEDPOLY,United Polyfab Gujarat Limited
GOACARBON,Goa Carbon Limited
BYKE,The Byke Hospitality Limited
NAHARCAP,Nahar Capital and Financial Services Limited
IITL,Industrial Investment Trust Limited
RCOM,Reliance Communications Limited
UNIDT,United Drilling Tools Limited
NDGL,Naga Dhunseri Group Limited
IZMO,IZMO Limited
SRD,Shankar Lal Rampal Dye-Chem Limited
VENUSREM,Venus Remedies Limited
AVPINFRA,AVP Infracon Limited
KDL,Kore Digital Limited
KAPSTON,Kapston Services Limited
PARIN,Parin Enterprises Limited
GUJAPOLLO,Gujarat Apollo Industries Limited
TRF,TRF Limited
KOTHARIPRO,Kothari Products Limited
THOMASCOTT,Thomas Scott (India) Limited
DENORA,De Nora India Limited
FILATFASH,Filatex Fashions Limited
MWL,Mangalam Worldwide Limited
MOLDTECH,Mold-Tek Technologies Limited
MIRZAINT,Mirza International Limited
NRL,Nupur Recyclers Limited
OCCLLTD,OCCL Limited
VIKASECO,Vikas Ecotech Limited
TEJASCARGO,Tejas Cargo India Limited
MODISONLTD,Modison Limited
FROG,Frog Cellsat Limited
EMKAYTOOLS,Emkay Taps and Cutting Tools Limited
LYKALABS,Lyka Labs Limited
EUROBOND,Euro Panel Products Limited
BROOKS,Brooks Laboratories Limited
KCPSUGIND,K.C.P. Sugar and Industries Corporation Limited
BCONCEPTS,Brand Concepts Limited
SEJALLTD,Sejal Glass Limited
CMNL,Chaman Metallics Limited
GCHOTELS,Grand Continent Hotels Limited
FRESHARA,Freshara Agro Exports Limited
PROV,Proventus Agrocom Limited
3IINFOLTD,3i Infotech Limited
PASUPTAC,Pasupati Acrylon Limited
DJML,DJ Mediaprint & Logistics Limited
MAHEPC,Mahindra EPC Irrigation Limited
SMSLIFE,SMS Lifesciences India Limited
ALMONDZ,Almondz Global Securities Limited
ARIES,Aries Agro Limited
GPECO,GP ECO Solutions India Limited
JETAIRWAYS,Jet Airways (India) Limited
RHL,Robust Hotels Limited
PELATRO,Pelatro Limited
SUPREME,Supreme Holdings & Hospitality (India) Limited
REMSONSIND,Remsons Industries Limited
OBSCP,OBSC Perfection Limited
ALANKIT,Alankit Limited
SHREEKARNI,Shree Karni Fabcom Limited
KANORICHEM,Kanoria Chemicals & Industries Limited
GEEKAYWIRE,Geekay Wires Limited
RAMAPHO,Rama Phosphates Limited
HTMEDIA,HT Media Limited
VISASTEEL,VISA Steel Limited
APCL,Anjani Portland Cement Limited
AVG,AVG Logistics Limited
NILAINFRA,Nila Infrastructures Limited
PILITA,Pil Italica Lifestyle Limited
SKP,SKP Bearing Industries Limited
COMSYN,Commercial Syn Bags Limited
BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited
OSELDEVICE,Osel Devices Limited
NIPPOBATRY,Indo National Limited
VIPCLOTHNG,VIP Clothing Limited
TREJHARA,Trejhara Solutions Limited
AARTISURF,Aarti Surfactants Limited
KOTYARK,Kotyark Industries Limited
SHRIAHIMSA,Shri Ahimsa Naturals Limited
AARON,Aaron Industries Limited
DAVANGERE,Davangere Sugar Company Limited
SHRADHA,Shradha Infraprojects Limited
HARRMALAYA,Harrisons Malayalam Limited
LORDSCHLO,Lords Chloro Alkali Limited
CGRAPHICS,Creative Graphics Solutions India Limited
BPL,BPL Limited
NAMOEWASTE,Namo eWaste Management Limited
KAMOPAINTS,Kamdhenu Ventures Limited
DUGLOBAL,DUDigital Global Limited
DIAMINESQ,Diamines and Chemicals Limited
RUCHIRA,Ruchira Papers Limited
SWARAJ,Swaraj Suiting Limited
GRETEX,Gretex Industries Limited
SINTERCOM,Sintercom India Limited
AXITA,Axita Cotton Limited
RUBFILA,Rubfila International Limited
SSDL,Saraswati Saree Depot Limited
GOLDKART,Goldkart Jewels Limited
MAWANASUG,Mawana Sugars Limited
VIESL,Vision Infra Equipment Solutions Limited
SOUTHWEST,South West Pinnacle Exploration Limited
SHIVAMAUTO,Shivam Autotech Limited
KAYA,Kaya Limited
WTICAB,Wise Travel India Limited
MANORG,Mangalam Organics Limited
PRATHAM,Pratham EPC Projects Limited
DCI,DC Infotech and Communication Limited
NAVKARURB,Navkar Urbanstructure Limited
CHAVDA,Chavda Infra Limited
MCLEODRUSS,McLeod Russel India Limited
RADIOCITY,Music Broadcast Limited
VARDHACRLC,Vardhman Acrylics Limited
SHERA,Shera Energy Limited
ORIENTBELL,Orient Bell Limited
BALAJIPHOS,Balaji Phosphates Limited
UYFINCORP,U. Y. Fincorp Limited
BBTCL,B&B Triplewall Containers Limited
INM,Interiors & More Limited
SCPL,Sheetal Cool Products Limited
NIRAJ,Niraj Cement Structurals Limited
APOLSINHOT,Apollo Sindoori Hotels Limited
MODIRUBBER,Modi Rubber Limited
DCMNVL,DCM Nouvelle Limited
AIRAN,Airan Limited
AARVEEDEN,Aarvee Denims and Exports Ltd.
DYNPRO,Dynemic Products Limited
PHANTOMFX,Phantom Digital Effects Limited
LOKESHMACH,Lokesh Machines Limited
AUTOIND,Autoline Industries Limited
TIRUPATIFL,Tirupati Forge Limited
DPWIRES,D.P. Wires Limited
SYSTANGO,Systango Technologies Limited
CINELINE,Cineline India Limited
RBMINFRA,RBM Infracon Limited
UCAL,UCAL Limited
MIRCELECTR,MIRC Electronics Limited
GOYALSALT,Goyal Salt Limited
INSPIRISYS,Inspirisys Solutions Limited
GLOBALVECT,Global Vectra Helicorp Limited
MANCREDIT,Mangal Credit and Fincorp Limited
SUMIT,Sumit Woods Limited
NATHBIOGEN,Nath Bio-Genes (India) Limited
IEL,Indiabulls Enterprises Limited
REPL,Rudrabhishek Enterprises Limited
SIGMA,Sigma Solve Limited
MANOMAY,Manomay Tex India Limited
PANSARI,Pansari Developers Limited
SPCL,Shivalic Power Control Limited
ANIKINDS,Anik Industries Limited
IVC,IL&FS Investment Managers Limited
OSIAHYPER,Osia Hyper Retail Limited
STARTECK,Starteck Finance Limited
PANACHE,Panache Digilife Limited
HITECHCORP,Hitech Corporation Limited
PODDARMENT,Poddar Pigments Limited
OILCOUNTUB,Oil Country Tubular Limited
POSITRON,Positron Energy Limited
INDOUS,Indo Us Bio-Tech Limited
DPEL,Divine Power Energy Limited
GLOBAL,Global Education Limited
AFIL,Akme Fintrade (India) Limited
KOTARISUG,Kothari Sugars and Chemicals Limited
ATLANTAA,Atlantaa Limited
SUPREMEPWR,Supreme Power Equipment Limited
TTL,T.T. Limited
PRITIKAUTO,Pritika Auto Industries Limited
DRCSYSTEMS,DRC Systems India Limited
ELGIRUBCO,Elgi Rubber Company Limited
SAHYADRI,Sahyadri Industries Limited
SUNDRMBRAK,Sundaram Brake Linings Limited
DRONE,Drone Destination Limited
WELINV,Welspun Investments and Commercials Limited
SPECTSTM,Spectrum Talent Management Limited
UNIVASTU,Univastu India Limited
MARALOVER,Maral Overseas Limited
SHEMAROO,Shemaroo Entertainment Limited
ABSMARINE,ABS Marine Services Limited
ZODIACLOTH,Zodiac Clothing Company Limited
EXXARO,Exxaro Tiles Limited
RVHL,Ravinder Heights Limited
VSTL,Vibhor Steel Tubes Limited
BALAXI,Balaxi Pharmaceuticals Limited
ANYA,Anya Polytech & Fertilizers Limited
JAYSREETEA,Jay Shree Tea & Industries Limited
KRITIKA,Kritika Wires Limited
PONNIERODE,Ponni Sugars (Erode) Limited
GENSOL,Gensol Engineering Limited
SAKHTISUG,Sakthi Sugars Limited
KANPRPLA,Kanpur Plastipack Limited
PIGL,Power & Instrumental (Gujarat) Limited
TERASOFT,Tera Software Limited
CCHHL,Country Club Hospitality & Holidays Limited
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited
DENEERS,De Neers Tools Limited
RVTH,Revathi Equipment India Limited
NITIRAJ,Nitiraj Engineers Limited
UFO,UFO Moviez India Limited
KCEIL,Kay Cee Energy & Infra Limited
ROSSELLIND,Rossell India Limited
GRCL,Gayatri Rubbers and Chemicals Limited
STARPAPER,Star Paper Mills Limited
GILLANDERS,Gillanders Arbuthnot and Company Limited
KRISHCA,Krishca Strapping Solutions Limited
JAINAM,Jainam Ferro Alloys (I) Limited
EMMIL,Energy-Mission Machineries (India) Limited
SETCO,Setco Automotive Limited
SAAKSHI,Saakshi Medtech and Panels Limited
INDOWIND,Indowind Energy Limited
KALYANIFRG,Kalyani Forge Limited
KMSUGAR,K.M. Sugar Mills Limited
SDREAMS,S D Retail Limited
CHETANA,Chetana Education Limited
SHREYANIND,Shreyans Industries Limited
COASTCORP,Coastal Corporation Limited
ESSENTIA,Integra Essentia Limited
SHIVATEX,Shiva Texyarn Limited
RAJTV,Raj Television Network Limited
PLAZACABLE,Plaza Wires Limited
A2ZINFRA,A2Z Infra Engineering Limited
UNIHEALTH,Unihealth Hospitals Limited
DYNAMIC,Dynamic Services & Security Limited
GOLDSTAR,Goldstar Power Limited
MKPL,M. K. Proteins Limited
SADBHAV,Sadbhav Engineering Limited
NEPHROCARE,Nephro Care India Limited
IPSL,Integrated Personnel Services Limited
UMAEXPORTS,Uma Exports Limited
SURANAT_P,Surana Telecom and Power Limited
MEGASTAR,Megastar Foods Limited
JMA,Jullundur Motor Agency (Delhi) Limited
SATKARTAR,Sat Kartar Shopping Limited
AHLEAST,Asian Hotels (East) Limited
ESPRIT,Esprit Stones Limited
COMMITTED,Committed Cargo Care Limited
PPAP,PPAP Automotive Limited
MHLXMIRU,Mahalaxmi Rubtech Limited
KATARIA,Kataria Industries Limited
DEVIT,Dev Information Technology Limited
SUPREMEINF,Supreme Infrastructure India Limited
WINSOL,Winsol Engineers Limited
RBS,Ramdevbaba Solvent Limited
RANEENGINE,Rane Engine Valve Limited
APRAMEYA,Aprameya Engineering Limited
TRIGYN,Trigyn Technologies Limited
NECCLTD,North Eastern Carrying Corporation Limited
SAH,Sah Polymers Limited
BHAGYANGR,Bhagyanagar India Limited
WORTH,Worth Peripherals Limited
EFACTOR,E Factor Experiences Limited
LLOYDS,Lloyds Luxuries Limited
PROPEQUITY,P.E. Analytics Limited
NURECA,Nureca Limited
FIDEL,Fidel Softech Limited
ABAN,Aban Offshore Limited
TCL,Thaai Casting Limited
LAWSIKHO,Addictive Learning Technology Limited
AERON,Aeron Composite Limited
ALPA,Alpa Laboratories Limited
SOMICONVEY,Somi Conveyor Beltings Limited
CORDSCABLE,Cords Cable Industries Limited
KBCGLOBAL,KBC Global Limited
VIRINCHI,Virinchi Limited
GOLDTECH,AION-TECH Solutions Limited
TIPSFILMS,Tips Films Limited
UNIVPHOTO,Universus Photo Imagings Limited
GICL,Globe International Carriers Limited
DGCONTENT,Digicontent Limited
INTENTECH,Intense Technologies Limited
ASPINWALL,Aspinwall and Company Limited
NATCAPSUQ,Natural Capsules Limited
EQUIPPP,Equippp Social Impact Technologies Limited
MADHUSUDAN,Madhusudan Masala Limited
RANASUG,Rana Sugars Limited
AURDIS,Aurangabad Distillery Limited
ENVIRO,Envirotech Systems Limited
AVROIND,Avro India Limited
PKTEA,The Peria Karamalai Tea and Produce Company Limited
BRNL,Bharat Road Network Limited
USK,Udayshivakumar Infra Limited
ESCONET,Esconet Technologies Limited
ANLON,Anlon Technology Solutions Limited
LAGNAM,Lagnam Spintex Limited
MURUDCERA,Murudeshwar Ceramics Ltd.
PRLIND,Premier Roadlines Limited
BEWLTD,BEW Engineering Limited
GINNIFILA,Ginni Filaments Limited
NDLVENTURE,NDL Ventures Limited
FELIX,Felix Industries Limited
GULFPETRO,GP Petroleums Limited
AMJLAND,AMJ Land Holdings Limited
VETO,Veto Switchgears and Cables Limited
EMMBI,Emmbi Industries Limited
SHUBHSHREE,Shubhshree Biofuels Energy Limited
YASHOPTICS,Yash Optics & Lens Limited
SHRITECH,Shri Techtex Limited
UNITEDTEA,The United Nilgiri Tea Estates Company Limited
ZEELEARN,Zee Learn Limited
ZEAL,Zeal Global Services Limited
BASML,Bannari Amman Spinning Mills Ltd
TECHERA,TechEra Engineering (India) Limited
PURPLEUTED,Purple United Sales Limited
VR,V R Infraspace Limited
ENFUSE,Enfuse Solutions Limited
TRANSTEEL,Transteel Seating Technologies Limited
MAITREYA,Maitreya Medicare Limited
TAINWALCHM,Tainwala Chemicals and Plastics (India) Limited
PRITIKA,Pritika Engineering Components Limited
VISHWARAJ,Vishwaraj Sugar Industries Limited
LAL,Lorenzini Apparels Limited
LAKSHYA,Lakshya Powertech Limited
PURVFLEXI,Purv Flexipack Limited
RPPL,Rajshree Polypack Limited
TRUST,Trust Fintech Limited
KORE,Jay Jalaram Technologies Limited
DTIL,Dhunseri Tea & Industries Limited
INDIANCARD,The Indian Card Clothing Company Limited
DCM,DCM Limited
TBI,TBI Corn Limited
KEYFINSERV,Keynote Financial Services Limited
MANAKALUCO,Manaksia Aluminium Company Limited
SHAH,Shah Metacorp Limited
KHFM,KHFM Hospitality and Facility Management Services Limited
GENCON,Generic Engineering Construction and Projects Limited
ARCHIDPLY,Archidply Industries Limited
IVP,IVP Limited
HINDCON,Hindcon Chemicals Limited
OCCL,Oriental Carbon & Chemicals Limited
OMAXAUTO,Omax Autos Limited
BAFNAPH,Bafna Pharmaceuticals Limited
RUCHINFRA,Ruchi Infrastructure Limited
DUCOL,Ducol Organics And Colours Limited
CROWN,Crown Lifters Limited
AKSHARCHEM,AksharChem (India) Limited
FORCAS,Forcas Studio Limited
HVAX,HVAX Technologies Limited
QUESTLAB,Quest Laboratories Limited
MAGNUM,Magnum Ventures Limited
AARTECH,Aartech Solonics Limited
CANARYS,Canarys Automations Limited
SHYAMCENT,Shyam Century Ferrous Limited
UMANGDAIRY,Umang Dairies Limited
JEYYAM,Jeyyam Global Foods Limited
KCK,Kck Industries Limited
VIPULLTD,Vipul Limited
MDL,Marvel Decor Limited
TEXMOPIPES,Texmo Pipes and Products Limited
TUNWAL,Tunwal E-Motors Limited
WEIZMANIND,Weizmann Limited
MASON,Mason Infratech Limited
INNOMET,Innomet Advanced Materials Limited
KREBSBIO,Krebs Biochemicals & Industries Limited
RAJINDLTD,Rajputana Industries Limited
RAJPUTANA,Rajputana Biodiesel Limited
GSMFOILS,GSM Foils Limited
SUPERHOUSE,Superhouse Limited
MUKTAARTS,Mukta Arts Limited
HDIL,Housing Development and Infrastructure Limited
MAHESHWARI,Maheshwari Logistics Limited
INCREDIBLE,Incredible Industries Limited
RKEC,RKEC Projects Limited
AKANKSHA,Akanksha Power and Infrastructure Limited
SMLT,Sarthak Metals Limited
ISFT,IntraSoft Technologies Limited
SURANASOL,Surana Solar Limited
ENSER,Enser Communications Limited
USHAFIN,Usha Financial Services Limited
DELAPLEX,Delaplex Limited
IEML,Indian Emulsifiers Limited
GVPTECH,GVP Infotech Limited
SONAMLTD,Sonam Limited
SHREEOSFM,Shree OSFM E-Mobility Limited
MACOBSTECH,Macobs Technologies Limited
INDTERRAIN,Indian Terrain Fashions Limited
SALSTEEL,S.A.L. Steel Limited
DRSDILIP,DRS Dilip Roadlines Limited
LANCORHOL,Lancor Holdings Limited
ARVEE,Arvee Laboratories (India) Ltd.
CORALFINAC,Coral India Finance and Housing Limited
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited
ARIHANTACA,Arihant Academy Limited
TIMESGTY,Times Guaranty Limited
RSSOFTWARE,R S Software (India) Limited
BALPHARMA,Bal Pharma Limited
ALPHAGEO,Alphageo (India) Limited
DUCON,Ducon Infratechnologies Limited
URBAN,Urban Enviro Waste Management Limited
NIRMAN,Nirman Agri Genetics Limited
LOTUSEYE,Lotus Eye Hospital and Institute Limited
KLL,Kaushalya Logistics Limited
AKSHOPTFBR,Aksh Optifibre Limited
SMARTLINK,Smartlink Holdings Limited
VITAL,Vital Chemtech Limited
COMPUSOFT,Compucom Software Limited
RHFL,Reliance Home Finance Limited
QMSMEDI,QMS Medical Allied Services Limited
TROM,Trom Industries Limited
AARVI,Aarvi Encon Limited
XELPMOC,Xelpmoc Design and Tech Limited
BSL,BSL Limited
SADBHIN,Sadbhav Infrastructure Project Limited
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited
GREENCHEF,Greenchef Appliances Limited
PRIZOR,Prizor Viztech Limited
DELPHIFX,Delphi World Money Limited
HILTON,Hilton Metal Forging Limited
HINDNATGLS,Hindusthan National Glass & Industries Limited
BEACON,Beacon Trusteeship Limited
RAJSREESUG,Rajshree Sugars and Chemicals Limited
CPS,CPS Shapers Limited
STEELCITY,Steel City Securities Limited
VAISHALI,Vaishali Pharma Limited
MCL,Madhav Copper Limited
GANGESSECU,Ganges Securities Limited
CENTEXT,Century Extrusions Limited
AVIANSH,Avi Ansh Textile Limited
INDBANK,Indbank Merchant Banking Services Limited
VEEKAYEM,Veekayem Fashion and Apparels Limited
SIGIND,Signet Industries Limited
IPHL,Indian Phosphate Limited
SOMATEX,Soma Textiles & Industries Limited
ARHAM,Arham Technologies Limited
PRAENG,Prajay Engineers Syndicate Limited
HPIL,Hindprakash Industries Limited
SSFL,Srivari Spices and Foods Limited
PRAMARA,Pramara Promotions Limited
ZENITHDRUG,Zenith Drugs Limited
NEWJAISA,Newjaisa Technologies Limited
CAPTRUST,Capital Trust Limited
ALUWIND,Aluwind Architectural Limited
DESTINY,Destiny Logistics & Infra Limited
LAMBODHARA,Lambodhara Textiles Limited
GAYAPROJ,Gayatri Projects Limited
SLONE,Slone Infosystems Limited
MODTHREAD,Modern Threads (India) Limited
HPTL,HP Telecom India Limited
SOTAC,Sotac Pharmaceuticals Limited
MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited
AESTHETIK,Aesthetik Engineers Limited
RAPPID,Rappid Valves (India) Limited
DCG,DCG Cables & Wires Limited
LOYALTEX,Loyal Textile Mills Limited
PIONEEREMB,Pioneer Embroideries Limited
SAMBHAAV,Sambhaav Media Limited
RAJMET,Rajnandini Metal Limited
SALONA,Salona Cotspin Limited
MASTER,Master Components Limited
PRUDMOULI,Prudential Sugar Corporation Ltd.
ZENITHEXPO,Zenith Exports Limited
PARAGON,Paragon Fine And Speciality Chemical Limited
KOHINOOR,Kohinoor Foods Limited
HOLMARC,Holmarc Opto-Mechatronics Limited
LOVABLE,Lovable Lingerie Limited
SECMARK,SecMark Consultancy Limited
IBLFL,IBL Finance Limited
JOCIL,Jocil Limited
ROCKINGDCE,Rockingdeals Circular Economy Limited
SONAMAC,Sona Machinery Limited
REFRACTORY,Refractory Shapes Limited
SELMC,SEL Manufacturing Company Limited
MAXPOSURE,Maxposure Limited
YAARI,Yaari Digital Integrated Services Limited
SHIGAN,Shigan Quantum Technologies Limited
OSWALSEEDS,ShreeOswal Seeds and Chemicals Limited
SIKKO,Sikko Industries Limited
AIROLAM,Airo Lam Limited
SADHAV,Sadhav Shipping Limited
SIL,Standard Industries Limited
BAIDFIN,Baid Finserv Limited
KONSTELEC,Konstelec Engineers Limited
LATTEYS,Latteys Industries Limited
RELCHEMQ,Reliance Chemotex Industries Limited
KESORAMIND,Kesoram Industries Limited
PAR,Par Drugs and Chemicals Limited
GTL,GTL Limited
WIPL,The Western India Plywoods Limited
OMFURN,Omfurn India Limited
VISESHINFO,MPS Infotecnics Limited
INVENTURE,Inventure Growth & Securities Limited
